town_name,municipality
Vanderbijlpark Ce 1 To 5 7,gauteng-emfuleni-area-a23
Miami Sands,gauteng-emfuleni-area-a23
Technikon(vut),gauteng-emfuleni-area-a23
Powervillepark 5,gauteng-emfuleni-area-a23
Boardwalk,gauteng-tshwane-group-2
Bronberg,gauteng-tshwane-group-2
Camel Valley,gauteng-tshwane-group-2
Cardinal,gauteng-tshwane-group-2
Country View Estate,gauteng-tshwane-group-2
Equestria,gauteng-tshwane-group-2
Faerie Glen,gauteng-tshwane-group-2
Lynnwood Park,gauteng-tshwane-group-2
Newmark Estate,gauteng-tshwane-group-2
Paradiso,gauteng-tshwane-group-2
Paramount Estate,gauteng-tshwane-group-2
Silver Lakes,gauteng-tshwane-group-2
Silver View Ridge,gauteng-tshwane-group-2
Silver Well,gauteng-tshwane-group-2
Silver Woods Country Estate,gauteng-tshwane-group-2
Tijger Vallei,gauteng-tshwane-group-2
Wapadrand,gauteng-tshwane-group-2
Willow Acres,gauteng-tshwane-group-2
Alphenpark,gauteng-tshwane-group-3
Amandasig,gauteng-tshwane-group-3
Arcadia,gauteng-tshwane-group-3
Ashlea Gardens,gauteng-tshwane-group-3
Chantelle,gauteng-tshwane-group-3
Constantia Park,gauteng-tshwane-group-3
De Beers,gauteng-tshwane-group-3
Faerie Glen Extension 15,gauteng-tshwane-group-3
Garsfontein,gauteng-tshwane-group-3
Karenpark,gauteng-tshwane-group-3
Kopanong,gauteng-tshwane-group-3
Laudium,gauteng-tshwane-group-3
Maroelana Extension 3,gauteng-tshwane-group-3
Menlyn,gauteng-tshwane-group-3
Newlands,gauteng-tshwane-group-3
Rosslyn,gauteng-tshwane-group-3
Sunnyside,gauteng-tshwane-group-3
The Orchards,gauteng-tshwane-group-3
Trevenna,gauteng-tshwane-group-3
Waterkloof Glen,gauteng-tshwane-group-3
Waterkloof Heights,gauteng-tshwane-group-3
Waterkloofpark,gauteng-tshwane-group-3
Soshanguve,gauteng-tshwane-group-4
Winterveld Extension 3,gauteng-tshwane-group-4
Beau Rivage,gauteng-tshwane-group-5
Bronkhorstspruit Extension 1: 2: 6,gauteng-tshwane-group-5
Cultura Park Extension 11,gauteng-tshwane-group-5
Ekandustria,gauteng-tshwane-group-5
Erasmus,gauteng-tshwane-group-5
Hondsrivier,gauteng-tshwane-group-5
Kristalpark,gauteng-tshwane-group-5
Mahube Valley,gauteng-tshwane-group-5
Mamelodi,gauteng-tshwane-group-5
Medpark,gauteng-tshwane-group-5
Moretele View,gauteng-tshwane-group-5
Ovipropark,gauteng-tshwane-group-5
Riamarpark,gauteng-tshwane-group-5
Savannah Country Estate,gauteng-tshwane-group-5
Zithobeni,gauteng-tshwane-group-5
Alphenpark,gauteng-tshwane-group-6
Brooklyn,gauteng-tshwane-group-6
Bryntirion,gauteng-tshwane-group-6
Colbyn,gauteng-tshwane-group-6
Danville,gauteng-tshwane-group-6
Deerness,gauteng-tshwane-group-6
Elandspoort,gauteng-tshwane-group-6
Groenkloof,gauteng-tshwane-group-6
Hatfield,gauteng-tshwane-group-6
Hazelwood,gauteng-tshwane-group-6
Hillcrest,gauteng-tshwane-group-6
Lisdogan Park,gauteng-tshwane-group-6
Lynnwood,gauteng-tshwane-group-6
Maroelana,gauteng-tshwane-group-6
Menlo Park,gauteng-tshwane-group-6
Muckleneuk,gauteng-tshwane-group-6
Nieuw Muckleneuk,gauteng-tshwane-group-6
Persequor,gauteng-tshwane-group-6
Philip Nel Park,gauteng-tshwane-group-6
Christoburg,gauteng-tshwane-group-7
Claudius,gauteng-tshwane-group-7
Clubview,gauteng-tshwane-group-7
Die Hoewes,gauteng-tshwane-group-7
Erasmia,gauteng-tshwane-group-7
Fernel Park Extension 1: 2,gauteng-tshwane-group-7
Garsfontein,gauteng-tshwane-group-7
Glen Lauriston,gauteng-tshwane-group-7
Hennopspark Extension 1: 39,gauteng-tshwane-group-7
Mooikloof Ridge,gauteng-tshwane-group-7
Moreletapark,gauteng-tshwane-group-7
Olympus Boulevard,gauteng-tshwane-group-7
Olympus Ridge,gauteng-tshwane-group-7
Prairie Giants Extension 3,gauteng-tshwane-group-7
Pretoriuspark,gauteng-tshwane-group-7
Six Fountains,gauteng-tshwane-group-7
Sunderland Ridge Extension 25,gauteng-tshwane-group-7
Tamara Park,gauteng-tshwane-group-7
Thaba Tshwane,gauteng-tshwane-group-7
The Hills,gauteng-tshwane-group-7
Valhalla,gauteng-tshwane-group-7
Villarosa,gauteng-tshwane-group-7
Bergtuin,gauteng-tshwane-group-8
Derdepoort,gauteng-tshwane-group-8
East Lynne,gauteng-tshwane-group-8
Ekklesia,gauteng-tshwane-group-8
Elardus Park,gauteng-tshwane-group-8
Erasmuskloof Extension 2: 3: 4,gauteng-tshwane-group-8
Erasmuspark Extension 1,gauteng-tshwane-group-8
Erasmusrand,gauteng-tshwane-group-8
Jan Niemandpark,gauteng-tshwane-group-8
Kilner Park,gauteng-tshwane-group-8
Koedoespoort,gauteng-tshwane-group-8
Lindo Park,gauteng-tshwane-group-8
Monumentpark,gauteng-tshwane-group-8
Moregloed,gauteng-tshwane-group-8
Moreletapark,gauteng-tshwane-group-8
Queenswood,gauteng-tshwane-group-8
Rietvalleipark,gauteng-tshwane-group-8
Rietvalleirand,gauteng-tshwane-group-8
Salvokop Extension 1,gauteng-tshwane-group-8
Silverton,gauteng-tshwane-group-8
Silvertondale,gauteng-tshwane-group-8
Sterrewag Extension 2: 3,gauteng-tshwane-group-8
Waterkloof Heights Extension 18,gauteng-tshwane-group-8
Waterkloof Ridge,gauteng-tshwane-group-8
Waverley,gauteng-tshwane-group-8
Weavind Park,gauteng-tshwane-group-8
Wingate Park,gauteng-tshwane-group-8
Andeon,gauteng-tshwane-group-10
Asante Village,gauteng-tshwane-group-10
Booysens,gauteng-tshwane-group-10
Claremont,gauteng-tshwane-group-10
Clarina,gauteng-tshwane-group-10
Dorandia,gauteng-tshwane-group-10
Eagles Landing,gauteng-tshwane-group-10
Florauna,gauteng-tshwane-group-10
Heatherview,gauteng-tshwane-group-10
Hesteapark,gauteng-tshwane-group-10
Ifafi,gauteng-tshwane-group-10
Karenpark Extension 0,gauteng-tshwane-group-10
Kirkney,gauteng-tshwane-group-10
Klerksoord Extension 19: 20,gauteng-tshwane-group-10
La Camargue,gauteng-tshwane-group-10
Lady Selborne Extension 1,gauteng-tshwane-group-10
Meerhof,gauteng-tshwane-group-10
Melodie,gauteng-tshwane-group-10
Mountain View Extension 1,gauteng-tshwane-group-10
Ninapark,gauteng-tshwane-group-10
Pecanwood,gauteng-tshwane-group-10
Port D' Afrique,gauteng-tshwane-group-10
Pretoria North Extension 3,gauteng-tshwane-group-10
River View Estate Extension 2,gauteng-tshwane-group-10
Rubena,gauteng-tshwane-group-10
Schoemansville,gauteng-tshwane-group-10
Suiderberg,gauteng-tshwane-group-10
The Islands Estate Extension 1: 2,gauteng-tshwane-group-10
Theresapark,gauteng-tshwane-group-10
Tileba,gauteng-tshwane-group-10
Wolmer,gauteng-tshwane-group-10
Xanadu,gauteng-tshwane-group-10
Zilkaatsnek Wildlife Estate,gauteng-tshwane-group-10
Annlin Wes,gauteng-tshwane-group-11
Die Hoewes Extension 144,gauteng-tshwane-group-11
Doringkloof,gauteng-tshwane-group-11
Gezina,gauteng-tshwane-group-11
Highveld Extension 7,gauteng-tshwane-group-11
Irene,gauteng-tshwane-group-11
Lyttelton Manor,gauteng-tshwane-group-11
Pierre Van Ryneveld,gauteng-tshwane-group-11
Pretoria North,gauteng-tshwane-group-11
Pretoria North Extension 1: 4,gauteng-tshwane-group-11
Queenswood Extension 4,gauteng-tshwane-group-11
Rietfontein,gauteng-tshwane-group-11
Rietvalleipark,gauteng-tshwane-group-11
Rietvlei,gauteng-tshwane-group-11
Villieria,gauteng-tshwane-group-11
Waterkloof Extension 1: 2,gauteng-tshwane-group-11
Wonderboom South,gauteng-tshwane-group-11
Zwartkop Extension 26,gauteng-tshwane-group-11
Doornpoort,gauteng-tshwane-group-12
Kosmosdal,gauteng-tshwane-group-12
Louwlardia,gauteng-tshwane-group-12
Montana,gauteng-tshwane-group-12
Olievenhoutbos,gauteng-tshwane-group-12
Rooihuiskraal Extension 39,gauteng-tshwane-group-12
Rua Vista,gauteng-tshwane-group-12
African Renaissance,gauteng-tshwane-group-13
Brummeria,gauteng-tshwane-group-13
Celtisdal,gauteng-tshwane-group-13
Die Wilgers,gauteng-tshwane-group-13
Eldoraigne Extension 18,gauteng-tshwane-group-13
Equestria,gauteng-tshwane-group-13
Georgeville,gauteng-tshwane-group-13
Hennopspark,gauteng-tshwane-group-13
Heuweloord,gauteng-tshwane-group-13
Highveld Extension 108,gauteng-tshwane-group-13
La Montagne,gauteng-tshwane-group-13
Lydiana,gauteng-tshwane-group-13
Lynnrodene,gauteng-tshwane-group-13
Lynnwood Glen,gauteng-tshwane-group-13
Lynnwood Manor,gauteng-tshwane-group-13
Lynnwood Ridge,gauteng-tshwane-group-13
Menlyn Extension 4: 9,gauteng-tshwane-group-13
Meyerspark,gauteng-tshwane-group-13
Monavoni Extension 2,gauteng-tshwane-group-13
Murrayfield,gauteng-tshwane-group-13
Navors,gauteng-tshwane-group-13
Nellmapius Extension 4,gauteng-tshwane-group-13
Rooihuiskraal,gauteng-tshwane-group-13
Rooihuiskraal Noord,gauteng-tshwane-group-13
Salieshoek,gauteng-tshwane-group-13
Silverton,gauteng-tshwane-group-13
The Reed,gauteng-tshwane-group-13
Val De Grace,gauteng-tshwane-group-13
Wapadrand Extension 17: 3,gauteng-tshwane-group-13
Wierdapark Extension 2,gauteng-tshwane-group-13
Willow Park Manor,gauteng-tshwane-group-13
Bronberrik,gauteng-tshwane-group-14
Celtisdal,gauteng-tshwane-group-14
Cranbrookvale,gauteng-tshwane-group-14
Danville Extension 2,gauteng-tshwane-group-14
Eldoraigne,gauteng-tshwane-group-14
Eldorette,gauteng-tshwane-group-14
Glen Lauriston,gauteng-tshwane-group-14
Hennopspark,gauteng-tshwane-group-14
Irene Extension 50: 51,gauteng-tshwane-group-14
Kloofzicht,gauteng-tshwane-group-14
Kwaggasrand,gauteng-tshwane-group-14
Lotus Gardens,gauteng-tshwane-group-14
Lyttelton Manor,gauteng-tshwane-group-14
Monavoni,gauteng-tshwane-group-14
Peach Tree Extension 1: 2: 3,gauteng-tshwane-group-14
Pretoria CBD,gauteng-tshwane-group-14
Raslouw,gauteng-tshwane-group-14
Salvokop,gauteng-tshwane-group-14
Sunderland Ridge,gauteng-tshwane-group-14
West Park,gauteng-tshwane-group-14
Wierdapark,gauteng-tshwane-group-14
Atteridgeville,gauteng-tshwane-group-15
Bellevue,gauteng-tshwane-group-15
Despatch,gauteng-tshwane-group-15
Eersterust,gauteng-tshwane-group-15
Kameeldrift,gauteng-tshwane-group-15
La Concorde,gauteng-tshwane-group-15
Nellmapius,gauteng-tshwane-group-15
Pyramid,gauteng-tshwane-group-15
Roseville,gauteng-tshwane-group-15
Sable Hills Waterfront Estate,gauteng-tshwane-group-15
Samcor Park,gauteng-tshwane-group-15
Saulsville,gauteng-tshwane-group-15
Silverton,gauteng-tshwane-group-15
Waltloo,gauteng-tshwane-group-15
Willow Park Manor Extension 65,gauteng-tshwane-group-15
Annlin,gauteng-tshwane-group-16
Annlin Wes,gauteng-tshwane-group-16
Doornpoort,gauteng-tshwane-group-16
Eloffsdal,gauteng-tshwane-group-16
La Concorde,gauteng-tshwane-group-16
Les Marais,gauteng-tshwane-group-16
Magalieskruin,gauteng-tshwane-group-16
Mayville,gauteng-tshwane-group-16
Montana,gauteng-tshwane-group-16
Mountain View,gauteng-tshwane-group-16
Mountain View Extension 1,gauteng-tshwane-group-16
Onderstepoort,gauteng-tshwane-group-16
Park Town Estate,gauteng-tshwane-group-16
Pretoria North Extension 1,gauteng-tshwane-group-16
Roseville Extension 1: 3,gauteng-tshwane-group-16
Sinoville,gauteng-tshwane-group-16
Suiderberg,gauteng-tshwane-group-16
Wonderboom,gauteng-tshwane-group-16
Wonderboom South,gauteng-tshwane-group-16
Brookdale South,kwazulu-natal-ethekwini-1A
Caneside South,kwazulu-natal-ethekwini-1A
Clayfield,kwazulu-natal-ethekwini-1A
Eastbury,kwazulu-natal-ethekwini-1A
Forest Haven South,kwazulu-natal-ethekwini-1A
Glen Anil,kwazulu-natal-ethekwini-1A
Greenbury,kwazulu-natal-ethekwini-1A
Grove End,kwazulu-natal-ethekwini-1A
Longcroft,kwazulu-natal-ethekwini-1A
Moriah,kwazulu-natal-ethekwini-1A
Mount Edgecombe Estate,kwazulu-natal-ethekwini-1A
Northcroft,kwazulu-natal-ethekwini-1A
Rainham,kwazulu-natal-ethekwini-1A
Rockford North,kwazulu-natal-ethekwini-1A
Southgate,kwazulu-natal-ethekwini-1A
Stanmore,kwazulu-natal-ethekwini-1A
Stonebridge,kwazulu-natal-ethekwini-1A
Sunford,kwazulu-natal-ethekwini-1A
Westham East,kwazulu-natal-ethekwini-1A
Whetstone East,kwazulu-natal-ethekwini-1A
Whitehouse,kwazulu-natal-ethekwini-1A
Essenwood East,kwazulu-natal-ethekwini-1B
Morningside,kwazulu-natal-ethekwini-1B
Springfield,kwazulu-natal-ethekwini-1B
Stamford Hill West,kwazulu-natal-ethekwini-1B
Windermere West,kwazulu-natal-ethekwini-1B
Berea West,kwazulu-natal-ethekwini-2A
Beverley Hills South,kwazulu-natal-ethekwini-2A
Blackhurst,kwazulu-natal-ethekwini-2A
Buffels Bosch North,kwazulu-natal-ethekwini-2A
Cato Manor,kwazulu-natal-ethekwini-2A
Northdene,kwazulu-natal-ethekwini-2A
Queensburgh West,kwazulu-natal-ethekwini-2A
Ridgeview,kwazulu-natal-ethekwini-2A
St Wendolins Ridge East,kwazulu-natal-ethekwini-2A
Bluff,kwazulu-natal-ethekwini-2B
Brighton Beach,kwazulu-natal-ethekwini-2B
Fynnlands,kwazulu-natal-ethekwini-2B
Grosvenor,kwazulu-natal-ethekwini-2B
Island View,kwazulu-natal-ethekwini-2B
Jacobs North,kwazulu-natal-ethekwini-2B
Ocean View,kwazulu-natal-ethekwini-2B
Stanvac,kwazulu-natal-ethekwini-2B
Treasure Beach,kwazulu-natal-ethekwini-2B
Van Riebeeck Park,kwazulu-natal-ethekwini-2B
Wentworth,kwazulu-natal-ethekwini-2B
Ntuzuma,kwazulu-natal-ethekwini-3A
Kwamashu,kwazulu-natal-ethekwini-3A
Amatikwe South,kwazulu-natal-ethekwini-3A
Bhambayi West,kwazulu-natal-ethekwini-3A
Dubes Land West,kwazulu-natal-ethekwini-3A
Ekuphakameni,kwazulu-natal-ethekwini-3A
Emachobeni,kwazulu-natal-ethekwini-3A
Emaplazini,kwazulu-natal-ethekwini-3A
Embokodwe,kwazulu-natal-ethekwini-3A
Ezimangweni,kwazulu-natal-ethekwini-3A
Inanda Glebe,kwazulu-natal-ethekwini-3A
Inanda A,kwazulu-natal-ethekwini-3A
Inanda B,kwazulu-natal-ethekwini-3A
Kwamashu B,kwazulu-natal-ethekwini-3A
Kwamashu C,kwazulu-natal-ethekwini-3A
Kwamashu D,kwazulu-natal-ethekwini-3A
Kwamashu F,kwazulu-natal-ethekwini-3A
Kwamashu G,kwazulu-natal-ethekwini-3A
Kwamashu H,kwazulu-natal-ethekwini-3A
Kwamashu J,kwazulu-natal-ethekwini-3A
Kwamashu K,kwazulu-natal-ethekwini-3A
Kwamashu L,kwazulu-natal-ethekwini-3A
Kwamashu M,kwazulu-natal-ethekwini-3A
Kwamashu N,kwazulu-natal-ethekwini-3A
Kwamashu P,kwazulu-natal-ethekwini-3A
Lindelani D,kwazulu-natal-ethekwini-3A
Lindley,kwazulu-natal-ethekwini-3A
Mshayazafe,kwazulu-natal-ethekwini-3A
Newtown B,kwazulu-natal-ethekwini-3A
Nhlungwane,kwazulu-natal-ethekwini-3A
Ntuzuma A,kwazulu-natal-ethekwini-3A
Ntuzuma B,kwazulu-natal-ethekwini-3A
Ntuzuma C,kwazulu-natal-ethekwini-3A
Ntuzuma E,kwazulu-natal-ethekwini-3A
Ntuzuma F,kwazulu-natal-ethekwini-3A
Ntuzuma G,kwazulu-natal-ethekwini-3A
Ntuzuma H,kwazulu-natal-ethekwini-3A
Phola Mission East,kwazulu-natal-ethekwini-3A
Siyanda,kwazulu-natal-ethekwini-3A
Soweto,kwazulu-natal-ethekwini-3A
Albany,kwazulu-natal-ethekwini-3B
Albinia,kwazulu-natal-ethekwini-3B
Alverstone,kwazulu-natal-ethekwini-3B
Belvedere,kwazulu-natal-ethekwini-3B
Bothas Hill,kwazulu-natal-ethekwini-3B
Chelmsfordville,kwazulu-natal-ethekwini-3B
Ediphini Section,kwazulu-natal-ethekwini-3B
Egwadeni Section,kwazulu-natal-ethekwini-3B
Emagezeni,kwazulu-natal-ethekwini-3B
Emangabazini,kwazulu-natal-ethekwini-3B
Embo,kwazulu-natal-ethekwini-3B
Embo Kwakhabazela,kwazulu-natal-ethekwini-3B
Ezakhiweni,kwazulu-natal-ethekwini-3B
Forest Hills South,kwazulu-natal-ethekwini-3B
Gillitts,kwazulu-natal-ethekwini-3B
Hillcrest,kwazulu-natal-ethekwini-3B
Hillcrest Park,kwazulu-natal-ethekwini-3B
Hilldene,kwazulu-natal-ethekwini-3B
Inthuthuko,kwazulu-natal-ethekwini-3B
Kloof,kwazulu-natal-ethekwini-3B
Kontinga,kwazulu-natal-ethekwini-3B
Krantzkloof,kwazulu-natal-ethekwini-3B
Kwanqetho,kwazulu-natal-ethekwini-3B
Kwasondela,kwazulu-natal-ethekwini-3B
Mabedlane,kwazulu-natal-ethekwini-3B
Mahlabathini,kwazulu-natal-ethekwini-3B
Mkholombe,kwazulu-natal-ethekwini-3B
Molweni,kwazulu-natal-ethekwini-3B
Mshazi,kwazulu-natal-ethekwini-3B
Mshazi Skhambane,kwazulu-natal-ethekwini-3B
Ngcolosi,kwazulu-natal-ethekwini-3B
Padfield Park,kwazulu-natal-ethekwini-3B
Qadi North,kwazulu-natal-ethekwini-3B
Qhodela,kwazulu-natal-ethekwini-3B
Quadi South 2,kwazulu-natal-ethekwini-3B
Salem,kwazulu-natal-ethekwini-3B
Shongweni,kwazulu-natal-ethekwini-3B
Shongweni Resources,kwazulu-natal-ethekwini-3B
St Helier,kwazulu-natal-ethekwini-3B
Tollgate,kwazulu-natal-ethekwini-3B
Tollgate South,kwazulu-natal-ethekwini-3B
Umgeni,kwazulu-natal-ethekwini-3B
Winston Park,kwazulu-natal-ethekwini-3B
Umlazi East,kwazulu-natal-ethekwini-4A
Malaba Hills,kwazulu-natal-ethekwini-4A
Umlazi Mission A (east),kwazulu-natal-ethekwini-4A
Umlazi A (east),kwazulu-natal-ethekwini-4A
Umlazi B (east),kwazulu-natal-ethekwini-4A
Umlazi C (east),kwazulu-natal-ethekwini-4A
Umlazi D (east),kwazulu-natal-ethekwini-4A
Umlazi E (east),kwazulu-natal-ethekwini-4A
Umlazi F (east),kwazulu-natal-ethekwini-4A
Umlazi G (east),kwazulu-natal-ethekwini-4A
Umlazi S (east),kwazulu-natal-ethekwini-4A
Umlazi T (east),kwazulu-natal-ethekwini-4A
Umlazi V (east),kwazulu-natal-ethekwini-4A
Umlazi W (east),kwazulu-natal-ethekwini-4A
Atholl Heights South,kwazulu-natal-ethekwini-4B
Beverley Hills North,kwazulu-natal-ethekwini-4B
Chiltern Hills,kwazulu-natal-ethekwini-4B
Dawncliffe,kwazulu-natal-ethekwini-4B
Dawncrest West,kwazulu-natal-ethekwini-4B
Erin Go Bragth,kwazulu-natal-ethekwini-4B
Gardenpark,kwazulu-natal-ethekwini-4B
Grayleigh,kwazulu-natal-ethekwini-4B
Paradise Valley,kwazulu-natal-ethekwini-4B
Rouken Glen,kwazulu-natal-ethekwini-4B
Westville,kwazulu-natal-ethekwini-4B
Woodside,kwazulu-natal-ethekwini-4B
Christianburg,kwazulu-natal-ethekwini-5A
Clermont,kwazulu-natal-ethekwini-5A
Kwadabeka,kwazulu-natal-ethekwini-5A
Kwadabeka Sp,kwazulu-natal-ethekwini-5A
Kwadabeka A,kwazulu-natal-ethekwini-5A
Kwadabeka B,kwazulu-natal-ethekwini-5A
Kwadabeka Ba,kwazulu-natal-ethekwini-5A
Kwadabeka C,kwazulu-natal-ethekwini-5A
Kwadabeka D,kwazulu-natal-ethekwini-5A
Kwadabeka E,kwazulu-natal-ethekwini-5A
Kwadabeka F,kwazulu-natal-ethekwini-5A
Kwadabeka G,kwazulu-natal-ethekwini-5A
Kwadabeka H,kwazulu-natal-ethekwini-5A
Kwadabeka I,kwazulu-natal-ethekwini-5A
Kwadabeka Ia,kwazulu-natal-ethekwini-5A
Kwadabeka J,kwazulu-natal-ethekwini-5A
Kwadabeka K,kwazulu-natal-ethekwini-5A
Kwadabeka L,kwazulu-natal-ethekwini-5A
Kwadabeka R,kwazulu-natal-ethekwini-5A
Kwadabeka S,kwazulu-natal-ethekwini-5A
Kwadabeka T,kwazulu-natal-ethekwini-5A
Motalabad,kwazulu-natal-ethekwini-5A
New Germany,kwazulu-natal-ethekwini-5A
Siphumelele,kwazulu-natal-ethekwini-5A
The Wolds,kwazulu-natal-ethekwini-5A
Wyebank,kwazulu-natal-ethekwini-5A
Clare Hills,kwazulu-natal-ethekwini-5B
Musgrave North,kwazulu-natal-ethekwini-5B
Sherwood,kwazulu-natal-ethekwini-5B
Sparks,kwazulu-natal-ethekwini-5B
Springfield Flats,kwazulu-natal-ethekwini-5B
Sydenham,kwazulu-natal-ethekwini-5B
Watervalpark,kwazulu-natal-ethekwini-5B
Chatsworth,kwazulu-natal-ethekwini-6A
Arena Park,kwazulu-natal-ethekwini-6A
Buffels Bosch,kwazulu-natal-ethekwini-6A
Chatsworth Town Centre,kwazulu-natal-ethekwini-6A
Croftdene,kwazulu-natal-ethekwini-6A
Kharwastan,kwazulu-natal-ethekwini-6A
Montford,kwazulu-natal-ethekwini-6A
Silverglen,kwazulu-natal-ethekwini-6A
Westcliff,kwazulu-natal-ethekwini-6A
Woodhurst,kwazulu-natal-ethekwini-6A
Athlone Park,kwazulu-natal-ethekwini-6B
Ebhodini,kwazulu-natal-ethekwini-6B
Emahlabathini,kwazulu-natal-ethekwini-6B
Eplangweni,kwazulu-natal-ethekwini-6B
Ezimbokodweni,kwazulu-natal-ethekwini-6B
Iziko Road,kwazulu-natal-ethekwini-6B
Kwahlongwa,kwazulu-natal-ethekwini-6B
New City,kwazulu-natal-ethekwini-6B
Nqutshini Russia,kwazulu-natal-ethekwini-6B
Rhemia,kwazulu-natal-ethekwini-6B
Umbogintwini,kwazulu-natal-ethekwini-6B
Kwamakhutha,kwazulu-natal-ethekwini-6B
Malagazi,kwazulu-natal-ethekwini-6B
Umlazi West,kwazulu-natal-ethekwini-7A
Adams Rural,kwazulu-natal-ethekwini-7A
Bhekulwandle,kwazulu-natal-ethekwini-7A
Ehlanzeni,kwazulu-natal-ethekwini-7A
Emansomini,kwazulu-natal-ethekwini-7A
Emkhazini,kwazulu-natal-ethekwini-7A
Esidweni,kwazulu-natal-ethekwini-7A
Ezinyathini,kwazulu-natal-ethekwini-7A
Folweni A,kwazulu-natal-ethekwini-7A
Folweni B,kwazulu-natal-ethekwini-7A
Folweni C,kwazulu-natal-ethekwini-7A
Golokodo,kwazulu-natal-ethekwini-7A
Golokodo Ensimbini,kwazulu-natal-ethekwini-7A
Izwelisha,kwazulu-natal-ethekwini-7A
Kwamgaga,kwazulu-natal-ethekwini-7A
Mkhazana,kwazulu-natal-ethekwini-7A
Nkomokazi,kwazulu-natal-ethekwini-7A
Nungwane,kwazulu-natal-ethekwini-7A
Umbumbulu,kwazulu-natal-ethekwini-7A
Umlazi Aa (west),kwazulu-natal-ethekwini-7A
Umlazi Bb (west),kwazulu-natal-ethekwini-7A
Umlazi Cc (west),kwazulu-natal-ethekwini-7A
Umlazi D (west),kwazulu-natal-ethekwini-7A
Umlazi Dd (west),kwazulu-natal-ethekwini-7A
Umlazi G (west),kwazulu-natal-ethekwini-7A
Umlazi H (west),kwazulu-natal-ethekwini-7A
Umlazi J (west),kwazulu-natal-ethekwini-7A
Umlazi K (west),kwazulu-natal-ethekwini-7A
Umlazi L (west),kwazulu-natal-ethekwini-7A
Umlazi M (west),kwazulu-natal-ethekwini-7A
Umlazi N (west),kwazulu-natal-ethekwini-7A
Umlazi P (west),kwazulu-natal-ethekwini-7A
Umlazi Q (west),kwazulu-natal-ethekwini-7A
Umlazi R (east),kwazulu-natal-ethekwini-7A
Umlazi R (west),kwazulu-natal-ethekwini-7A
Umlazi T (west),kwazulu-natal-ethekwini-7A
Umlazi U (west),kwazulu-natal-ethekwini-7A
Umlazi W (west),kwazulu-natal-ethekwini-7A
Umlazi Y (west),kwazulu-natal-ethekwini-7A
Umlazi Z (west),kwazulu-natal-ethekwini-7A
Afrika,kwazulu-natal-ethekwini-7B
Amalanga,kwazulu-natal-ethekwini-7B
Amatata,kwazulu-natal-ethekwini-7B
Amatikwe North,kwazulu-natal-ethekwini-7B
Armstrong Hill,kwazulu-natal-ethekwini-7B
Cibane,kwazulu-natal-ethekwini-7B
Ekafuleni,kwazulu-natal-ethekwini-7B
Goqokazi,kwazulu-natal-ethekwini-7B
Gunjini,kwazulu-natal-ethekwini-7B
Imbozamo,kwazulu-natal-ethekwini-7B
Inanda Congo,kwazulu-natal-ethekwini-7B
Inanda Nu,kwazulu-natal-ethekwini-7B
Iqadi Sp,kwazulu-natal-ethekwini-7B
Langalibalele,kwazulu-natal-ethekwini-7B
Lower Manaza,kwazulu-natal-ethekwini-7B
Matata,kwazulu-natal-ethekwini-7B
Mgangeni,kwazulu-natal-ethekwini-7B
Mgangeni 1,kwazulu-natal-ethekwini-7B
Newtown,kwazulu-natal-ethekwini-7B
Ngonweni,kwazulu-natal-ethekwini-7B
Phola Mission West,kwazulu-natal-ethekwini-7B
Senzokuhle,kwazulu-natal-ethekwini-7B
Stop 8,kwazulu-natal-ethekwini-7B
Tafula Inanda,kwazulu-natal-ethekwini-7B
Tea Estate,kwazulu-natal-ethekwini-7B
Upper Ukumanaza,kwazulu-natal-ethekwini-7B
Berrell,kwazulu-natal-ethekwini-8A
Congo,kwazulu-natal-ethekwini-8A
Crestholme,kwazulu-natal-ethekwini-8A
Crestview,kwazulu-natal-ethekwini-8A
Forest Hills,kwazulu-natal-ethekwini-8A
Lower Molweni,kwazulu-natal-ethekwini-8A
Luthele,kwazulu-natal-ethekwini-8A
Maromeni,kwazulu-natal-ethekwini-8A
Nkangala,kwazulu-natal-ethekwini-8A
Nogxaza,kwazulu-natal-ethekwini-8A
Tin Town,kwazulu-natal-ethekwini-8A
Umgababa,kwazulu-natal-ethekwini-8A
Umngeni,kwazulu-natal-ethekwini-8A
Waterfall,kwazulu-natal-ethekwini-8A
Cornubia,kwazulu-natal-ethekwini-8B
Hawaan,kwazulu-natal-ethekwini-8B
Prestondale,kwazulu-natal-ethekwini-8B
Umhlanga Ridge East,kwazulu-natal-ethekwini-8B
Umhlanga West,kwazulu-natal-ethekwini-8B
Beachwood,kwazulu-natal-ethekwini-9A
Glenashley,kwazulu-natal-ethekwini-9A
Glenhills,kwazulu-natal-ethekwini-9A
La Lucia,kwazulu-natal-ethekwini-9A
Sunningdale South,kwazulu-natal-ethekwini-9A
Umhlanga East,kwazulu-natal-ethekwini-9A
Umhlanga Ridge West,kwazulu-natal-ethekwini-9A
Umhlanga Rocks,kwazulu-natal-ethekwini-9A
Virginia,kwazulu-natal-ethekwini-9A
Cave Rock,kwazulu-natal-ethekwini-9B
Durban Cbd South,kwazulu-natal-ethekwini-9B
Durban Beach Front,kwazulu-natal-ethekwini-9B
Point,kwazulu-natal-ethekwini-9B
South Beach,kwazulu-natal-ethekwini-9B
Atholl Heights North,kwazulu-natal-ethekwini-10A
